"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"S11631106133108","0","8","12","12","10","22","22","14","10","7","19","4"
"S11631105132303","0","2","3","6","6","13","16","8","13","11","6","3"
"S11631105132304","0","23","9","10","21","39","27","15","15","9","13","13"
"S11631105132305","0","4","6","2","7","19","13","9","10","12","12","7"
"S11631105132405","0","5","2","5","7","5","10","5","7","6","6","1"
"S11631106133318","0","9","7","8","12","24","11","14","14","20","8","4"
"S11631104132115","0","0","2","0","2","2","8","5","4","6","4","0"
"S11631104132110","0","2","2","2","3","4","7","11","3","3","4","3"
"S11631104132111","0","30","9","18","42","71","27","16","14","14","16","6"
"S11631105132506","0","9","1","4","2","5","1","9","7","4","6","1"
"S11631105132507","0","1","2","4","6","10","8","7","2","0","4","1"
"S11631105132508","0","2","2","7","9","8","11","7","5","8","6","3"
"S11631105132509","0","10","5","6","12","10","13","5","5","1","14","0"
"S11631105132510","0","3","0","3","6","7","5","3","2","5","2","2"
"S11631302136508","0","2","1","13","1","3","4","2","6","6","5","5"
"S11631302136509","0","3","3","4","2","1","2","0","4","3","4","1"
"S11631302136510","0","20","19","26","22","21","30","26","14","22","26","18"
"S11631302136511","0","87","89","114","124","159","131","79","116","159","90","65"
"S11631302136512","1","90","53","68","85","83","87","80","88","115","95","67"
"S11631302136808","0","61","194","245","22","125","163","199","170","36","152","87"
"S11631102130805","0","14","14","24","23","22","13","13","16","8","8","12"
"S11631102130806","0","15","17","5","6","12","8","9","13","3","6","8"
"S11631102130807","0","15","10","14","15","24","20","17","22","16","18","7"
"S11631103131407","0","26","25","17","14","22","24","22","32","19","15","8"
"S11631103131408","1","7","9","14","22","15","9","23","8","15","10","2"
"S11631103131409","0","4","4","4","4","0","0","1","2","1","8","1"
"S11631103131410","0","12","14","12","9","13","12","8","7","10","10","11"
"S11631103131411","0","8","11","6","16","16","9","8","12","8","17","4"
"S11631102130908","0","8","5","7","10","9","11","6","9","6","14","0"
"S11631102130909","0","38","21","22","56","126","65","59","41","48","45","31"
"S11631102130910","0","11","7","11","8","38","18","8","9","11","7","1"
"S11631102130911","0","10","4","10","10","12","10","8","7","14","9","3"
"S11631102130914","0","13","7","8","13","10","12","8","6","9","11","4"
"S11631102130915","0","5","16","8","20","31","10","8","10","8","12","7"
"S11631102130916","0","1","3","5","9","12","8","7","3","7","7","2"
"S11631105132511","0","6","5","4","6","6","8","5","3","7","4","2"
"S11631105132512","0","5","1","2","6","7","6","8","5","5","1","4"
"S11631105132513","0","7","5","3","10","11","4","5","7","4","4","2"
"S11631103131104","0","4","14","13","17","20","23","13","6","9","14","9"
"S11631103131105","0","7","10","19","12","15","7","10","9","12","24","3"
"S11631103131106","0","12","14","17","10","14","14","19","9","9","17","9"
"S11631103131107","0","13","8","16","17","9","14","13","7","6","16","10"
"S11631103131113","0","66","55","90","98","113","95","80","53","67","135","90"
"S11631304137601","0","0","0","0","0","0","0","0","0","0","0","0"
"S11631305137703","0","4","0","4","2","6","3","2","0","1","0","0"
"S11631305137923","0","7","6","10","5","9","7","10","17","10","11","5"
"S11631302136809","0","16","12","7","9","6","10","6","9","12","13","2"
"S11631302136810","0","8","10","6","10","13","14","7","3","11","14","7"
"S11631103131412","0","22","27","47","28","24","40","20","19","27","33","7"
"S11631103131413","0","16","26","15","18","49","69","62","51","41","67","32"
"S11631103131423","0","13","11","19","18","19","28","25","13","18","20","9"
"S11631103131414","0","32","15","16","18","29","15","12","15","10","21","14"
"S11631104132001","0","5","2","4","5","6","7","3","7","4","3","2"
"S11631104132002","0","5","6","4","3","1","6","7","7","2","7","4"
"S11631104132003","0","5","5","0","4","7","4","5","5","3","2","1"
"S11631103131617","0","4","19","4","11","13","16","8","1","16","9","3"
"S11631103131618","0","11","7","6","10","14","17","12","6","3","8","3"
"S11631103131619","0","2","4","3","4","9","9","5","9","6","3","1"
"S11631103131620","0","15","10","11","53","60","34","60","78","65","80","55"
"S11631103131701","0","8","2","10","1","8","11","9","10","3","9","7"
"S11631103131114","0","4","6","3","15","12","5","7","3","5","5","0"
"S11631103131115","0","3","3","13","24","14","21","9","2","3","13","4"
"S11631103131733","0","15","11","14","31","28","24","22","24","13","27","14"
"S11631103131801","0","2","2","6","5","8","10","2","3","4","4","1"
"S11631103131802","0","4","4","2","0","4","4","4","2","5","3","2"
"S11631103131803","0","4","3","1","1","3","6","2","1","3","3","0"
"S11631302136905","0","7","5","6","5","2","1","4","3","3","3","1"
"S11631302136811","0","24","23","29","31","18","19","39","37","38","72","36"
"S11631302136812","0","10","14","12","16","25","21","15","15","27","18","5"
"S11631304137318","0","13","6","8","7","19","7","24","23","16","15","0"
"S11631304137319","0","7","4","4","10","12","5","9","4","10","5","4"
"S11631104132004","0","2","4","4","8","3","13","23","12","17","14","3"
"S11631104132006","0","0","1","3","4","4","5","1","2","6","6","5"
"S11631104132007","0","5","1","6","4","6","10","10","33","59","44","20"
"S11631105132414","0","39","23","35","29","72","50","50","61","70","54","28"
"S11631105132415","0","5","2","2","18","3","19","12","11","4","5","2"
"S11631105132420","0","19","27","53","67","124","91","72","75","95","70","50"
"S11631105132416","0","2","2","4","2","4","4","6","6","4","0","2"
"S11631104132020","0","9","3","2","15","18","17","6","4","5","11","4"
"S11631104132021","0","3","4","3","8","12","4","16","5","6","3","1"
"S11631104132022","0","1","1","3","0","1","3","1","5","1","2","1"
"S11631104132023","0","1","2","1","3","2","3","4","2","1","4","1"
"S11631104132218","0","4","2","6","10","6","13","10","8","5","9","0"
"S11631104132024","0","13","9","12","12","24","18","15","11","6","5","4"
"S11631103131804","0","4","4","0","2","1","4","1","4","2","3","1"
"S11631103131805","0","5","10","4","3","3","8","5","6","3","2","3"
"S11631104132112","0","7","3","2","3","9","7","3","4","5","0","4"
"S11631104132113","0","1","2","8","4","2","7","6","4","5","4","2"
"S11631104132118","0","7","8","7","8","15","16","2","8","15","11","6"
"S11631104132119","0","5","5","8","7","11","5","10","6","5","6","2"
"S11631304137326","0","42","52","49","72","134","133","153","189","166","202","101"
"S11631304137327","0","0","0","0","0","0","0","0","0","0","0","0"
"S11631304137328","0","1","1","1","0","0","1","0","2","0","4","2"
"S11631304137331","0","0","0","3","0","2","1","3","2","2","5","1"
"S11631302136513","0","11","9","11","13","19","22","10","8","13","19","2"
"S11631105132417","0","9","10","2","11","7","3","8","5","11","14","4"
"S11631105132714","0","5","0","7","2","5","7","2","2","5","3","0"
"S11631102130808","0","8","1","7","7","20","10","7","11","5","9","3"
"S11631102130809","0","10","20","9","6","16","9","5","6","10","4","2"
"S11631102130706","0","13","13","17","17","26","20","10","18","21","14","10"
"S11631102130707","0","4","1","2","2","14","13","15","3","4","3","3"
"S11631102130710","0","10","10","3","12","11","10","5","11","13","8","1"
"S11631102130711","0","2","3","12","15","8","14","10","3","14","7","12"
"S11631102130713","0","18","10","9","30","17","16","13","7","20","16","11"
"S11631103131218","0","61","37","33","74","74","56","59","40","52","74","50"
"S11631105132805","0","15","6","15","19","13","18","7","10","17","16","10"
"S11631106133627","0","7","9","13","19","25","29","30","13","30","10","7"
"S11631106133608","0","15","17","10","6","14","8","8","17","10","12","13"
"S11631103131219","0","0","4","28","35","34","27","20","15","17","13","1"
"S11631103131301","0","5","3","7","4","7","2","4","5","8","5","3"
"S11631103131302","0","8","5","6","13","14","13","8","6","5","7","2"
"S11631103131303","0","5","2","4","4","1","4","8","0","4","4","0"
"S11631103131304","0","10","14","11","13","18","29","35","42","49","97","57"
"S11631103131916","0","14","4","10","15","14","13","6","8","10","3","1"
"S11631103131917","0","6","14","10","9","13","13","7","3","7","6","4"
"S11631103131918","0","13","26","11","15","11","19","10","15","24","24","12"
"S11631105132806","0","17","11","13","6","15","13","11","5","10","11","6"
"S11631105132807","0","12","15","14","27","31","16","16","11","32","16","6"
"S11631105132808","0","11","13","12","22","17","21","12","21","15","33","6"
"S11631105132809","0","15","21","22","23","30","23","22","16","20","14","1"
"S11631105132810","0","6","17","8","13","19","19","21","21","17","19","7"
"S11631105132811","0","6","3","15","15","8","12","11","5","15","13","6"
"S11631105132812","0","14","19","17","34","16","29","31","51","45","25","19"
"S11631106133014","0","10","8","14","18","21","13","16","7","21","17","17"
"S11631106133015","0","25","34","49","41","56","34","27","25","32","31","19"
"S11631305137904","0","8","6","3","3","6","3","7","3","3","5","4"
"S11631106133016","0","7","13","32","22","15","13","14","15","43","34","16"
"S11631106133017","0","3","11","7","10","7","20","8","3","13","14","7"
"S11631106133018","0","8","15","44","21","42","13","11","7","12","13","17"
"S11631106133020","0","18","20","49","19","46","19","15","15","30","17","25"
"S11631106133021","0","8","19","18","20","15","20","17","13","14","13","19"
"S11631106133022","0","9","4","15","17","20","14","10","8","3","5","5"
"S11631106133609","0","2","9","9","6","11","5","5","13","9","4","8"
"S11631106133610","0","9","8","13","9","20","13","14","14","12","8","8"
"S11631106133611","0","14","12","13","17","12","15","14","18","6","12","7"
"S11631106133612","0","3","8","6","2","6","11","3","3","4","3","2"
"S11631106133613","0","14","5","11","8","22","20","22","8","10","12","11"
"S11631106133614","0","21","25","36","35","38","42","52","36","55","41","25"
"S11631106133615","0","6","2","10","8","6","11","5","8","7","7","4"
"S11631106133616","0","23","23","36","29","45","42","19","30","20","93","45"
"S11631106133617","0","9","4","11","11","25","10","15","10","28","19","6"
"S11631103131919","0","49","38","43","89","100","81","46","26","15","13","14"
"S11631103131924","0","15","10","5","8","11","8","5","6","7","4","3"
"S11631103131925","0","19","16","18","30","27","29","14","12","19","11","3"
"S11631104132212","0","7","9","2","9","7","8","11","7","6","4","2"
"S11631106133410","0","5","5","7","6","9","13","3","5","15","6","4"
"S11631106133411","0","7","15","6","21","24","22","10","17","12","19","12"
"S11631105132615","0","9","5","12","17","10","9","10","8","8","12","8"
"S11631105132616","0","9","2","8","6","5","4","12","10","14","2","5"
"S11631105132617","0","7","10","16","16","13","11","3","6","5","6","5"
"S11631105132618","0","12","15","22","23","32","20","10","2","15","19","8"
"S11631105132706","0","5","7","5","8","0","3","7","4","3","8","2"
"S11631106133302","0","25","31","19","25","19","16","13","23","17","21","14"
"S11631106133303","0","23","5","9","12","20","20","7","20","5","15","13"
"S11631106133304","0","3","7","4","25","20","15","29","9","13","17","4"
"S11631106133319","0","18","13","7","12","31","19","27","26","28","36","7"
"S11631106133320","0","18","18","10","29","45","32","25","19","34","37","12"
"S11631106133305","0","233","169","193","243","313","254","246","254","259","348","256"
"S11631106133412","0","4","2","4","3","1","2","4","5","5","4","2"
"S11631106133413","0","4","4","5","8","11","6","4","9","10","5","6"
"S11631106133414","0","5","6","9","5","9","12","5","8","7","14","3"
"S11631106133602","0","21","23","29","37","50","43","32","51","47","68","27"
"S11631106133415","0","11","9","9","13","16","8","11","13","8","20","8"
"S11631106133416","0","13","14","10","11","23","8","11","9","8","13","8"
"S11631105132619","0","2","2","3","11","1","2","4","3","3","1","0"
"S11631105132620","1","90","95","166","256","248","169","137","180","298","246","150"
"S11631106133023","0","37","39","34","53","64","56","54","72","111","105","83"
"S11631106133024","0","8","9","8","17","15","11","14","15","21","19","11"
"S11631106133025","0","86","67","91","102","129","87","76","88","94","96","74"
"S11631106133027","0","25","25","34","28","34","48","65","44","77","39","25"
"S11631106133101","0","23","23","11","21","9","18","16","9","19","8","9"
"S11631106133102","0","17","17","6","17","17","13","20","9","28","18","16"
"S11631106132901","0","10","7","10","27","19","10","15","5","17","12","2"
"S11631106133214","0","4","3","6","5","14","2","2","1","9","7","1"
"S11631106133215","0","8","5","3","3","4","3","9","5","7","3","1"
"S11631106133216","0","9","10","3","4","4","5","4","4","5","5","8"
"S11631106133217","0","5","2","3","14","13","2","12","3","5","9","6"
"S11631105132717","0","5","5","5","20","12","11","8","9","6","4","3"
"S11631105132718","0","5","5","5","3","7","9","6","3","0","7","0"
"S11631105132719","0","18","10","12","13","23","27","27","17","13","16","25"
"S11631106133001","0","11","7","11","16","10","10","10","11","13","16","6"
"S11631105132720","0","9","9","7","11","11","4","15","9","13","14","4"
"S11631105132721","0","9","10","6","8","6","2","7","2","0","9","4"
"S11631106132902","0","3","4","4","5","4","3","5","3","5","5","3"
"S11631106132903","0","10","5","9","8","14","4","4","3","7","7","2"
"S11631106132906","0","9","13","14","24","26","25","13","12","25","20","5"
"S11631106132907","0","6","10","5","3","17","11","6","12","17","16","7"
"S11631106132908","0","13","7","8","10","35","20","9","17","7","15","10"
"S11631106132910","0","1","0","2","4","3","4","2","1","5","3","0"
"S11631106132911","0","8","10","6","17","10","6","20","9","16","12","4"
"S11631106133218","0","6","4","4","8","8","5","2","3","6","4","3"
"S11631106133220","0","9","2","4","3","3","5","8","10","10","9","2"
"S11631106133221","0","9","2","6","6","6","9","2","10","6","10","5"
"S11631106133222","0","3","1","4","0","3","2","0","7","5","2","2"
"S11631106133223","0","11","6","5","14","7","7","4","7","10","3","5"
"S11631106133618","0","29","16","21","16","28","27","25","28","32","34","10"
"S11631106133619","0","36","17","9","14","42","15","10","14","24","38","21"
"S11631106133620","0","43","51","45","71","110","80","87","89","109","123","89"
"S11631106133621","0","8","7","9","3","10","16","5","6","6","3","4"
"S11631106133622","0","22","28","24","29","32","29","20","20","40","20","12"
"S11631106133623","0","10","25","5","12","13","12","9","12","9","12","8"
"S11631106133624","0","23","12","19","19","9","13","29","31","22","31","14"
"S11631106133625","0","15","9","7","12","29","35","13","21","25","39","17"
"S11631106133626","0","10","16","15","19","22","31","26","22","21","18","14"
"S11631106133630","0","41","28","102","103","126","96","82","66","67","60","38"
"S11631106133417","1","53","23","28","22","42","74","64","101","47","50","40"
"S11631105132621","0","8","14","15","20","17","9","15","4","6","3","9"
"S11631104132134","0","1","0","2","2","0","0","0","6","5","4","5"
"S11631104132145","0","4","3","0","5","4","8","6","6","3","2","3"
"S11631104132136","0","8","13","5","9","21","18","11","3","11","16","1"
"S11631104132137","0","8","3","2","3","8","4","6","0","2","0","0"
"S11631104132140","0","19","9","8","15","14","17","19","16","19","17","6"
"S11631105132503","0","5","5","4","9","12","8","9","5","2","2","4"
"S11631104132201","0","4","3","5","3","5","8","1","8","7","1","4"
"S11631104132202","0","2","5","2","7","7","6","4","7","6","9","2"
"S11631104132138","0","2","10","8","15","21","21","55","92","80","73","35"
"S11631106133306","0","14","16","24","16","16","22","7","13","9","14","6"
"S11631106133307","0","5","11","11","8","13","9","11","15","18","11","9"
"S11631106133308","0","3","4","7","3","11","2","10","8","2","7","5"
"S11631106133309","0","8","3","6","9","16","8","12","9","15","15","15"
"S11631106133310","0","17","19","12","21","20","14","16","14","15","16","11"
"S11631106133311","1","8","12","4","14","12","16","16","11","14","7","5"
"S11631106133312","0","16","28","20","27","33","20","18","19","25","38","18"
"S11631106133313","0","14","9","13","11","8","6","2","12","6","13","7"
"S11631106133314","0","8","11","5","16","21","5","7","16","11","19","17"
"S11631106133315","0","5","8","10","10","16","17","13","16","10","20","7"
"S11631106133316","0","3","12","10","13","20","10","22","18","14","26","6"
"S11631106133420","0","23","25","19","21","36","28","17","41","12","12","4"
"S11631106133421","0","5","5","7","3","3","4","5","5","1","7","6"
"S11631106133422","0","7","5","6","4","6","6","2","9","4","9","6"
"S11631106133501","0","21","15","38","41","74","69","58","37","40","44","34"
"S11631106133502","0","36","24","29","66","55","40","39","31","37","38","20"
"S11631106133503","0","1","7","5","1","10","6","5","7","4","8","4"
"S11631106133504","0","12","12","7","8","14","5","11","13","14","9","8"
"S11631105132623","0","88","39","88","170","149","149","129","128","117","142","94"
"S11631105132701","0","5","5","2","9","12","1","5","2","8","5","1"
"S11631105132702","0","2","5","9","8","6","12","3","4","1","13","5"
"S11631105132703","0","7","4","1","7","15","4","7","8","5","13","6"
"S11631102130613","0","46","58","70","55","68","92","42","50","62","66","21"
"S11631102130614","0","75","86","101","128","190","208","225","273","331","256","145"
"S11631102130615","0","40","38","49","48","59","68","74","66","75","77","33"
"S11631102130616","0","8","11","11","26","12","9","7","12","9","12","6"
"S11631102130617","0","15","22","23","27","27","48","28","24","27","18","12"
"S11631102130618","0","22","13","26","38","48","55","26","32","29","43","18"
"S11631102130619","0","48","63","103","114","111","104","62","52","92","132","119"
"S11631106132912","0","25","6","6","21","63","49","38","34","13","30","19"
"S11631106133224","0","7","10","3","11","8","9","6","11","10","6","5"
"S11631106133225","0","5","4","8","3","2","2","12","3","2","4","6"
"S11631103131202","0","6","10","4","5","14","14","5","3","10","7","3"
"S11631103131203","0","8","14","7","17","11","10","10","11","6","13","19"
"S11631103131216","0","12","7","6","10","22","13","9","4","5","7","5"
"S11631103131204","0","6","15","8","10","14","27","18","9","5","9","13"
"S11631103131205","0","16","30","35","29","26","19","22","14","12","15","8"
"S11631103131206","0","49","69","50","81","100","102","73","64","78","79","62"
"S11631103131207","0","19","15","16","25","14","15","18","10","16","17","25"
"S11631103131208","0","9","11","6","16","14","25","14","6","24","14","8"
"S11631105132722","0","4","2","3","8","2","5","4","4","3","1","2"
"S11631105132723","0","10","2","12","6","13","7","2","3","5","5","2"
"S11631105132724","0","7","3","1","8","9","11","5","4","4","6","2"
"S11631106132904","0","3","5","3","3","9","13","2","4","2","6","0"
"S11631105132726","0","6","4","0","3","4","6","1","1","5","8","1"
"S11631105132727","0","0","2","3","5","8","3","5","2","4","4","0"
"S11631105132728","0","1","1","4","4","9","3","2","3","4","3","1"
"S11631105132729","0","12","22","20","26","27","27","10","14","13","13","8"
"S11631106132913","0","11","14","20","29","22","15","30","24","16","18","10"
"S11631106132914","0","10","4","5","12","18","5","6","4","3","16","2"
"S11631106132915","0","5","8","11","19","12","7","8","4","10","6","6"
"S11631106132916","0","5","2","4","5","6","4","6","5","4","4","6"
"S11631106132917","0","9","4","5","3","6","5","1","6","7","3","1"
"S11631305137806","0","6","16","6","6","10","12","6","13","7","7","11"
"S11631106133002","0","1","7","11","17","12","11","12","10","18","14","8"
"S11631106133006","0","8","7","11","17","13","26","20","11","14","24","6"
"S11631106133226","0","7","2","4","8","0","1","7","7","3","2","5"
"S11631106133227","0","0","2","5","5","3","3","1","5","4","6","2"
"S11631106133228","0","6","7","11","6","4","11","6","4","6","2","2"
"S11631106133230","0","12","9","23","23","14","23","9","15","19","19","4"
"S11631106133231","0","6","4","9","8","5","7","1","8","3","9","3"
"S11631106133232","0","5","7","7","7","8","4","4","3","10","5","6"
"S11631106133233","0","14","4","10","14","3","5","6","5","3","5","7"
"S11631106133234","0","7","0","2","2","2","0","4","7","7","1","1"
"S11631106133235","0","9","1","4","1","1","6","2","2","3","4","0"
"S11631103131906","0","15","12","2","11","13","8","6","11","13","6","1"
"S11631103131907","0","9","10","6","10","22","7","6","2","1","4","5"
"S11631103131908","0","19","11","14","10","22","36","23","5","7","12","10"
"S11631103131909","0","2","8","2","9","13","10","10","8","5","3","1"
"S11631103131910","0","18","10","7","6","12","19","9","17","7","11","4"
"S11631103131911","0","19","10","17","8","27","9","18","13","11","6","1"
"S11631106133505","0","97","70","73","127","138","106","98","84","83","134","86"
"S11631104132141","0","0","0","6","2","9","16","3","7","11","9","2"
"S11631105132310","0","7","12","17","28","20","14","8","5","11","12","6"
"S11631104132139","0","4","0","2","1","6","0","1","3","1","4","1"
"S11631105132311","0","3","2","4","3","22","13","8","5","13","7","5"
"S11631104132204","0","5","2","5","1","7","8","7","4","7","3","3"
"S11631104132205","0","4","12","10","14","14","5","14","9","13","11","6"
"S11631104132206","0","11","6","4","11","9","11","8","15","9","7","1"
"S11631104132207","0","23","14","17","21","21","27","17","19","11","18","11"
"S11631106133322","0","8","13","14","22","36","26","22","29","31","30","20"
"S11631106133323","0","8","8","11","22","17","17","25","25","28","32","10"
"S11631106133324","0","14","4","5","10","18","11","17","13","17","17","5"
"S11631106133325","0","26","23","30","30","59","49","44","40","49","49","26"
"S11631106133326","0","39","40","53","63","100","65","69","56","67","74","50"
"S11631106133327","0","20","14","15","29","41","23","29","15","20","17","9"
"S11631106133401","0","8","8","12","11","17","3","12","10","11","11","9"
"S11631106133419","0","25","21","17","24","20","16","22","31","18","20","25"
"S11631106133506","0","97","93","119","128","177","140","106","110","101","110","97"
"S11631106133507","0","3","3","4","7","4","3","6","10","13","6","7"
"S11631106133508","0","10","4","3","9","15","10","7","5","5","18","5"
"S11631106133509","0","12","2","11","5","7","8","6","6","3","6","3"
"S11631105132704","0","7","2","4","5","7","3","1","3","0","11","0"
"S11631105132705","0","3","6","8","11","5","6","9","4","2","6","3"
"S11631105132707","0","6","3","4","8","11","13","13","3","6","7","5"
"S11631305137903","0","8","3","6","4","6","3","6","5","5","5","1"
"S11631105132708","0","14","5","2","15","9","12","7","8","10","10","4"
"S11631105132709","0","13","2","7","13","7","3","6","1","3","4","2"
"S11631102130620","0","111","88","121","133","105","118","113","103","139","83","65"
"S11631102130621","0","17","21","4","11","23","21","16","9","8","13","2"
"S11631102130622","0","108","118","123","134","107","110","63","87","137","92","77"
"S11631102130623","0","3","2","8","6","10","5","5","17","2","3","4"
"S11631102130701","0","17","21","5","19","16","13","24","12","22","18","3"
"S11631102130702","0","29","27","20","42","40","40","46","27","33","33","16"
"S11631102130703","0","6","9","13","15","16","25","24","18","31","32","11"
"S11631102130704","0","36","59","81","88","103","78","77","79","237","139","46"
"S11631105132801","0","5","12","7","13","3","15","12","14","11","4","4"
"S11631105132802","0","15","9","7","11","13","19","24","14","10","12","12"
"S11631103131209","0","547","530","618","620","692","686","658","682","476","518","259"
"S11631103131211","0","12","10","9","7","15","20","13","9","7","11","9"
"S11631103131213","0","10","16","9","18","24","19","13","9","7","11","6"
"S11631103131214","0","8","19","5","16","19","16","16","9","14","8","3"
"S11631103131215","0","12","13","6","14","9","10","18","8","10","6","14"
"S11631401138320","0","2","3","1","0","2","6","5","4","2","3","1"
"S11631103131217","0","11","13","14","8","38","19","10","7","6","17","17"
"S11631103131922","0","12","8","7","7","15","12","9","5","1","3","2"
"S11631103131923","0","10","0","2","6","4","5","3","6","1","4","3"
"S11631105132803","0","54","69","67","87","84","78","109","95","83","101","72"
"S11631105132804","0","33","40","38","55","52","30","29","54","43","46","28"
"S11631105132813","0","13","21","18","32","35","29","27","24","27","38","13"
"S11631106132905","0","5","5","8","16","6","9","8","6","7","13","5"
"S11631106133007","0","17","12","10","18","23","12","5","13","14","11","9"
"S11631106133008","0","5","18","18","20","45","22","35","25","17","37","12"
"S11631106133026","0","9","8","10","19","8","14","14","16","15","16","7"
"S11631106133009","0","6","10","9","13","8","11","8","12","8","9","7"
"S11631106133010","0","7","13","10","8","20","12","11","5","6","22","4"
"S11631106133011","0","9","4","2","7","12","10","16","8","13","14","7"
"S11631106133012","0","13","6","7","13","18","9","11","5","16","16","7"
"S11631106133013","0","9","8","7","17","15","9","10","10","13","9","5"
"S11631106133236","0","3","0","3","2","1","4","4","2","4","4","2"
"S11631106133237","0","14","9","7","9","12","16","17","6","9","6","9"
"S11631106133238","0","7","3","3","3","1","7","2","3","2","6","0"
"S11631106133239","0","8","2","2","4","5","2","0","5","4","6","4"
"S11631106133240","0","11","3","1","8","1","1","5","1","1","5","4"
"S11631106133301","0","7","10","10","2","6","15","94","96","139","85","69"
"S11631103131912","0","20","13","10","14","12","29","8","10","16","11","8"
"S11631103131913","0","37","23","18","38","56","54","50","62","58","53","44"
"S11631103131914","0","6","7","6","8","7","6","5","2","7","3","0"
"S11631103131915","0","11","11","4","6","8","5","11","6","4","8","2"
"S11631104132208","0","34","24","30","50","48","35","62","73","73","69","45"
"S11631104132209","0","3","0","1","3","3","0","2","4","0","3","0"
"S11631106133402","0","16","13","12","25","17","22","19","22","12","23","16"
"S11631106133403","0","50","53","36","96","124","91","63","56","63","73","62"
"S11631106133404","0","0","2","8","3","3","7","2","5","3","3","1"
"S11631104132215","0","0","1","2","7","5","5","2","5","5","7","1"
"S11631104132210","0","1","0","4","5","3","4","4","3","6","6","2"
"S11631104132211","0","3","2","3","5","4","3","2","2","5","2","0"
"S11631102130717","0","15","11","16","15","19","14","18","7","12","3","2"
"S11631102130705","0","2","1","3","3","1","2","11","4","0","4","3"
"S11631106133405","0","136","137","129","152","131","81","94","110","95","86","52"
"S11631106133406","0","14","16","14","20","121","114","144","159","172","187","141"
"S11631106133407","0","17","4","5","6","10","5","6","18","6","6","2"
"S11631106133408","0","7","2","4","6","15","4","1","11","9","2","3"
"S11631106133409","0","22","16","10","12","17","12","15","14","8","8","2"
"S11631106133510","0","16","5","4","10","8","30","5","10","12","19","6"
"S11631106133511","0","12","11","3","52","20","25","7","12","14","28","20"
"S11631106133512","0","61","61","57","53","68","35","37","46","35","45","21"
"S11631106133513","0","2","3","4","22","9","7","7","13","7","7","0"
"S11631106133601","0","19","20","17","20","24","24","32","36","35","50","13"
"S11631106133603","0","17","10","7","19","36","22","45","38","57","35","41"
"S11631106133604","0","19","22","22","14","32","20","32","33","28","41","18"
"S11631106133605","0","11","11","4","13","17","25","27","27","29","25","9"
"S11631106133606","0","12","14","13","13","11","22","13","24","22","13","18"
"S11631106133607","0","7","8","7","7","12","5","9","13","9","13","8"
"S11631105132710","0","15","11","2","5","6","10","8","6","7","5","1"
"S11631105132711","0","552","568","510","565","603","557","593","525","428","515","229"
"S11631105132712","0","3","6","2","3","5","9","3","4","3","7","3"
"S11631105132713","0","22","16","21","23","31","15","10","15","29","41","16"
"S11631105132715","0","9","10","10","10","20","12","7","9","9","12","5"
"S11631105132716","0","12","13","5","15","12","7","2","6","8","5","0"
"S11631105132725","0","2","7","3","8","8","5","3","0","4","2","1"
"S11631106133003","0","21","13","23","33","34","25","15","25","31","49","19"
"S11631305137906","0","4","10","8","12","9","7","13","17","18","14","13"
"S11631301136315","0","4","8","5","0","7","6","6","12","3","6","1"
"S11631301136331","0","26","24","37","38","34","53","40","27","40","31","13"
"S11631301136332","0","10","7","5","14","9","4","16","5","3","4","1"
"S11631403139121","0","9","3","8","16","20","5","8","5","8","11","3"
"S11631403139122","0","7","4","5","11","9","12","6","6","7","10","7"
"S11631403139123","0","2","0","4","2","6","5","8","4","5","0","2"
"S11631301136333","0","11","3","10","4","17","9","5","11","9","5","3"
"S11631301136334","0","7","6","2","3","4","9","5","7","5","1","2"
"S11631301136336","0","26","17","18","24","19","19","17","24","23","24","11"
"S11631403139214","0","8","10","11","15","14","21","7","19","13","6","1"
"S11631301136204","0","2","10","2","5","3","2","2","5","11","8","8"
"S11631301136335","0","10","4","10","16","10","14","5","12","12","13","6"
"S11631301136317","0","7","11","9","7","8","12","9","12","15","19","6"
"S11631302136548","0","17","51","28","22","50","33","30","35","43","29","15"
"S11631301136205","0","9","11","9","16","16","7","16","7","13","15","2"
"S11631403139124","0","10","5","6","15","12","12","14","6","7","4","4"
"S11631403139125","0","29","17","28","34","27","29","21","27","16","7","13"
"S11631403139126","0","2","6","5","1","6","6","2","5","5","1","2"
"S11631403139127","0","9","4","6","11","7","23","6","8","12","7","3"
"S11631403139128","0","3","5","12","10","6","7","8","4","3","2","1"
"S11631305137908","0","13","9","4","8","10","2","3","2","6","4","3"
"S11631301136319","0","14","11","19","20","30","23","8","9","22","21","13"
"S11631301136311","0","12","7","7","13","9","2","8","9","4","10","1"
"S11631301136316","0","21","26","15","24","26","7","18","23","17","18","6"
"S11631301136324","0","33","35","41","53","49","42","47","38","55","59","28"
"S11631301136232","0","5","5","5","3","6","0","5","3","5","1","2"
"S11631301136301","0","5","5","3","7","4","8","6","4","6","2","3"
"S11631301136302","0","5","8","11","5","3","10","3","3","5","8","2"
"S11631301136203","0","11","19","16","19","27","31","17","30","31","35","30"
"S11631301136201","0","0","2","3","11","4","4","9","3","10","4","9"
"S11631301136228","0","4","0","2","5","3","4","4","6","8","6","6"
"S11631301136306","0","9","6","8","5","7","8","13","10","7","13","2"
"S11631301136307","0","2","3","7","9","1","3","5","6","2","13","3"
"S11631302136547","0","20","14","10","12","13","14","6","12","8","12","6"
